|Posición|Descripcion|conc
941|160559|Moluscos, preparados o conservados (excepto los ahumados, ostras, vieiras, mejillones, sepias, ...|160559 - Moluscos, preparados o conservados (excepto los ahumados, ostras, vieiras, mejillones, sepias, ...
942|160561|Los pepinos de mar, preparados o conservados (sin ahumar)|160561 - Los pepinos de mar, preparados o conservados (sin ahumar)
943|160562|Los erizos de mar, preparados o conservados (sin ahumar)|160562 - Los erizos de mar, preparados o conservados (sin ahumar)
944|160563|Las medusas, preparados o conservados (excepto ahumado)|160563 - Las medusas, preparados o conservados (excepto ahumado)
945|160569|Invertebrados acuáticos, preparados o conservados (excepto ahumado, crustáceos, moluscos, pepinos ...|160569 - Invertebrados acuáticos, preparados o conservados (excepto ahumado, crustáceos, moluscos, pepinos ...
946|160590|Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados : Los demás|160590 - Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados : Los demás
947|170111|Azúcar de caña o de remolacha y sacarosa químicamente pura, en estado sólido : Azúcar en bruto ...|170111 - Azúcar de caña o de remolacha y sacarosa químicamente pura, en estado sólido : Azúcar en bruto ...
948|170112|Azúcar de remolacha sólido, en bruto, sin adición de aromatizante ni colorante|170112 - Azúcar de remolacha sólido, en bruto, sin adición de aromatizante ni colorante
949|170113|Azúcar de caña, en estado sólido, sin adición de aromatizante ni colorante, que se obtiene ...|170113 - Azúcar de caña, en estado sólido, sin adición de aromatizante ni colorante, que se obtiene ...
950|170114|Azúcar de caña, en estado sólido, (excepto los de la caña de azúcar 1701 13) sin adición de ...|170114 - Azúcar de caña, en estado sólido, (excepto los de la caña de azúcar 1701 13) sin adición de ...
951|170191|Azúcar de caña o remolacha, sólido, con adición de aromatizante o colorante|170191 - Azúcar de caña o remolacha, sólido, con adición de aromatizante o colorante
952|170199|Azúcar de caña o remolacha y sacarosa químicamente pura, sólidos (exc. los con adición de aromatizante ...|170199 - Azúcar de caña o remolacha y sacarosa químicamente pura, sólidos (exc. los con adición de aromatizante ...
953|170211|Lactosa en estado sólido y jarabe de lactosa, sin adición de aromatizante ni colorante, con ...|170211 - Lactosa en estado sólido y jarabe de lactosa, sin adición de aromatizante ni colorante, con ...
954|170219|Lactosa en estado sólido y jarabe de lactosa, sin adición de aromatizante ni colorante, con ...|170219 - Lactosa en estado sólido y jarabe de lactosa, sin adición de aromatizante ni colorante, con ...
955|170220|"Azúcar sólido de arce [""""maple""""] y jarabe de arce [""""maple""""], sin adición de aromatizante ..."""|"170220 - Azúcar sólido de arce [""""maple""""] y jarabe de arce [""""maple""""], sin adición de aromatizante ..."""
956|170230|Glucosa sólida y jarabe de glucosa sin adición de aromatizante ni colorante, sin fructosa o ...|170230 - Glucosa sólida y jarabe de glucosa sin adición de aromatizante ni colorante, sin fructosa o ...
957|170240|Glucosa sólida y jarabe de glucosa sin adición de aromatizante ni colorante, con un contenido ...|170240 - Glucosa sólida y jarabe de glucosa sin adición de aromatizante ni colorante, con un contenido ...
958|170250|Fructosa químicamente pura|170250 - Fructosa químicamente pura
959|170260|Fructosa sólida y jarabe de fructosa, sin adición de aromatizante ni colorante, con un contenido ...|170260 - Fructosa sólida y jarabe de fructosa, sin adición de aromatizante ni colorante, con un contenido ...
960|170290|Los demás azúcares, incl. el azúcar invertido y la maltosa químicamente pura, en estado sólido, ...|170290 - Los demás azúcares, incl. el azúcar invertido y la maltosa químicamente pura, en estado sólido, ...
961|170310|Melaza de caña,  procedente de la extracción o del refinado del azúcar|170310 - Melaza de caña,  procedente de la extracción o del refinado del azúcar
962|170390|Melaza de remolacha,  procedente de la extracción o del refinado del azúcar|170390 - Melaza de remolacha,  procedente de la extracción o del refinado del azúcar
963|170410|Chicle, incl. recubierto de azúcar|170410 - Chicle, incl. recubierto de azúcar
964|170490|Artículos de confitería sin cacao, incl. el chocolate blanco (exc. chicle)|170490 - Artículos de confitería sin cacao, incl. el chocolate blanco (exc. chicle)
965|180100|Cacao en grano, entero o partido, crudo o tostado|180100 - Cacao en grano, entero o partido, crudo o tostado
966|180200|Cáscara, películas y demás desechos de cacao|180200 - Cáscara, películas y demás desechos de cacao
967|180310|Pasta de cacao, sin desgrasar|180310 - Pasta de cacao, sin desgrasar
968|180320|Pasta de cacao, desgrasada total o parcialmente|180320 - Pasta de cacao, desgrasada total o parcialmente
969|180400|Manteca, grasa y aceite de cacao|180400 - Manteca, grasa y aceite de cacao
970|180500|Cacao en polvo sin adición de azúcar ni otro edulcorante|180500 - Cacao en polvo sin adición de azúcar ni otro edulcorante
971|180610|Cacao en polvo con adición de azúcar ni otro edulcorante|180610 - Cacao en polvo con adición de azúcar ni otro edulcorante
972|180620|Chocolate y demás preparaciones alimenticias que contengan cacao, bien en bloques o barras ...|180620 - Chocolate y demás preparaciones alimenticias que contengan cacao, bien en bloques o barras ...
973|180631|Chocolate y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, ...|180631 - Chocolate y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, ...
974|180632|Chocolate y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, ...|180632 - Chocolate y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, ...
975|180690|Chocolate y demás preparaciones alimenticias que contengan cacao, en recipientes o envases ...|180690 - Chocolate y demás preparaciones alimenticias que contengan cacao, en recipientes o envases ...
976|190110|Preparaciones alimenticias de harina, grañones, sémola, almidón, fécula o extracto de malta, ...|190110 - Preparaciones alimenticias de harina, grañones, sémola, almidón, fécula o extracto de malta, ...
977|190120|Mezclas y pastas de harina, grañones, sémola, almidón, fécula o extracto de malta, sin cacao ...|190120 - Mezclas y pastas de harina, grañones, sémola, almidón, fécula o extracto de malta, sin cacao ...
978|190190|Extracto de malta; preparaciones alimenticias de harina, grañones, sémola, almidón, fécula ...|190190 - Extracto de malta; preparaciones alimenticias de harina, grañones, sémola, almidón, fécula ...
979|190211|Pastas alimenticias sin cocer, rellenar ni preparar de otra forma, que contengan huevo|190211 - Pastas alimenticias sin cocer, rellenar ni preparar de otra forma, que contengan huevo
980|190219|Pastas alimenticias sin cocer, rellenar ni preparar de otra forma, que no contengan huevo|190219 - Pastas alimenticias sin cocer, rellenar ni preparar de otra forma, que no contengan huevo
981|190220|Pastas alimenticias rellenas de carne u otras sustancias, incl. cocidas o preparadas de otra ...|190220 - Pastas alimenticias rellenas de carne u otras sustancias, incl. cocidas o preparadas de otra ...
982|190230|Pastas alimenticias cocidas o preparadas de otra forma (exc. las rellenas)|190230 - Pastas alimenticias cocidas o preparadas de otra forma (exc. las rellenas)
983|190240|Cuscús, incl. preparado|190240 - Cuscús, incl. preparado
984|190300|Tapioca y sus sucedáneos preparados con fécula, en copos, grumos, granos perlados, cerniduras ...|190300 - Tapioca y sus sucedáneos preparados con fécula, en copos, grumos, granos perlados, cerniduras ...
985|190410|Productos a base de cereales obtenidos por inflado o tostado, p.ej. hojuelas, copos de maíz|190410 - Productos a base de cereales obtenidos por inflado o tostado, p.ej. hojuelas, copos de maíz
986|190420|Preparaciones alimenticias obtenidas con copos de cereales sin tostar o con mezclas de copos ...|190420 - Preparaciones alimenticias obtenidas con copos de cereales sin tostar o con mezclas de copos ...
987|190430|Trigo bulgur en forma de granos trabajados, obtenidos cociendo granos de trigo duro|190430 - Trigo bulgur en forma de granos trabajados, obtenidos cociendo granos de trigo duro
988|190490|Cereales (exc. maíz), en grano o en forma de copos o demás granos trabajados, precocidos o ...|190490 - Cereales (exc. maíz), en grano o en forma de copos o demás granos trabajados, precocidos o ...
989|190510|"Pan crujiente llam. """"Knäckebrot"""""""""|"190510 - Pan crujiente llam. """"Knäckebrot"""""""""
990|190520|Pan de especias, incl. con cacao|190520 - Pan de especias, incl. con cacao
991|190530|Galletas dulces; gaufres o waffles, barquillos y obleas.|190530 - Galletas dulces; gaufres o waffles, barquillos y obleas.
992|190531|Galletas dulces (con adición de edulcorante)|190531 - Galletas dulces (con adición de edulcorante)
993|190532|"Barquillos y obleas, incluso rellenos """"gaufrettes, wafers"""" y """"waffles [gaufres]"""""""""|"190532 - Barquillos y obleas, incluso rellenos """"gaufrettes, wafers"""" y """"waffles [gaufres]"""""""""
994|190540|Pan tostado y productos simil. tostados|190540 - Pan tostado y productos simil. tostados
995|190590|"Productos de panadería, pastelería o galletería, incl. con adición de cacao; hostias, sellos ..."""|"190590 - Productos de panadería, pastelería o galletería, incl. con adición de cacao; hostias, sellos ..."""
996|200110|Pepinos y pepinillos, preparados o conservados en vinagre o en ácido acético|200110 - Pepinos y pepinillos, preparados o conservados en vinagre o en ácido acético
997|200120|Cebollas, preparadas o conservadas en vinagre o en acido acetico.|200120 - Cebollas, preparadas o conservadas en vinagre o en acido acetico.
998|200190|Legumbres, hortalizas, frutos y demás partes comestibles de plantas, preparados o conservados ...|200190 - Legumbres, hortalizas, frutos y demás partes comestibles de plantas, preparados o conservados ...
999|200210|Tomates, preparados o conservados sin vinagre ni ácido acético, enteros o en trozos|200210 - Tomates, preparados o conservados sin vinagre ni ácido acético, enteros o en trozos
1000|200290|Tomates, preparados o conservados sin vinagre ni ácido acético (exc. enteros o en trozos)|200290 - Tomates, preparados o conservados sin vinagre ni ácido acético (exc. enteros o en trozos)
1001|200310|"Hongos del género """"Agaricus"""", preparados o conservados (exc. en vinagre o en ácido acético)"""""|"200310 - Hongos del género """"Agaricus"""", preparados o conservados (exc. en vinagre o en ácido acético)"""""
1002|200320|Hongos y trufas, preparados o conservados (excepto en vinagre o en ácido acético) : Trufas|200320 - Hongos y trufas, preparados o conservados (excepto en vinagre o en ácido acético) : Trufas
1003|200390|"Setas y trufas, preparadas o conservadas, excepto en vinagre o ácido acético (exc. ??hongos ..."""|"200390 - Setas y trufas, preparadas o conservadas, excepto en vinagre o ácido acético (exc. ??hongos ..."""
1004|200410|"Patatas """"papas"""", preparadas o conservadas sin vinagre ni ácido acético, congeladas"""""|"200410 - Patatas """"papas"""", preparadas o conservadas sin vinagre ni ácido acético, congeladas"""""
1005|200490|"Hortalizas, incl. """"silvestres"""", y las mezclas de hortalizas, incl. """"silvestres"""", preparadas ..."""|"200490 - Hortalizas, incl. """"silvestres"""", y las mezclas de hortalizas, incl. """"silvestres"""", preparadas ..."""
1006|200510|"Hortalizas, incl. """"silvestres"""", en forma de preparaciones homogeneizadas, para la alimentación ..."""|"200510 - Hortalizas, incl. """"silvestres"""", en forma de preparaciones homogeneizadas, para la alimentación ..."""
1007|200520|"Patatas """"papas"""", preparadas o conservadas sin vinagre ni ácido acético, sin congelar"""""|"200520 - Patatas """"papas"""", preparadas o conservadas sin vinagre ni ácido acético, sin congelar"""""
1008|200540|"Guisantes """"arvejas, chícharos"""" """"Pisum sativum"""", preparados o conservados sin vinagre ni ..."""|"200540 - Guisantes """"arvejas, chícharos"""" """"Pisum sativum"""", preparados o conservados sin vinagre ni ..."""
1009|200551|"Judías """"porotos, alubias, frijoles, fréjoles"""" """"Vigna spp."""", """"Phaseolus spp."""", desvainadas, ..."""|"200551 - Judías """"porotos, alubias, frijoles, fréjoles"""" """"Vigna spp."""", """"Phaseolus spp."""", desvainadas, ..."""
1010|200559|"Judías """"porotos, alubias, frijoles, fréjoles"""" """"Vigna spp."""", """"Phaseolus spp."""", preparadas ..."""|"200559 - Judías """"porotos, alubias, frijoles, fréjoles"""" """"Vigna spp."""", """"Phaseolus spp."""", preparadas ..."""
1011|200560|Espárragos, preparados o conservados sin vinagre ni ácido acético, sin congelar|200560 - Espárragos, preparados o conservados sin vinagre ni ácido acético, sin congelar
1012|200570|Aceitunas, preparadas o conservadas sin vinagre ni ácido acético (exc. congeladas)|200570 - Aceitunas, preparadas o conservadas sin vinagre ni ácido acético (exc. congeladas)
1013|200580|"Maíz dulce """"Zea mays var. saccharata"""", preparado o conservado sin vinagre ni ácido acético, ..."""|"200580 - Maíz dulce """"Zea mays var. saccharata"""", preparado o conservado sin vinagre ni ácido acético, ..."""
1014|200590|"Hortalizas, incl. """"silvestres"""", y las mezclas de hortalizas, incl. """"silvestres"""", preparadas ..."""|"200590 - Hortalizas, incl. """"silvestres"""", y las mezclas de hortalizas, incl. """"silvestres"""", preparadas ..."""
